tweet_id	note_id	claim	review	classification	is_fake	language	status	tweet_author	tweet_url	misleading_reasons	sources	created_at
1376984397962960899	1377423206139723777	Bu videoyu paylaşın! Bu gerçek! #Maske asıl tuzak derken Bu kadarını beklemiyordum! Parazit oluşturacak, milyarlarca yumurtayı Polip çamuruna absorbe etmk çok kolaydır.Almanya'da da, çığlık atan küçük kızın videosunda da, bizde ki de aynı parazitler! Bu bir biyolojik silah! pic.twitter.com/9hTOF5G2gZ	Those black material is not polyp as stated in the video. Those are polypropylene fibers that turn dark and surface when the mask is famped with boiling water. This video may cause serious harm because it may lead other people to stop wearing masks.	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Serpil Özkan	https://twitter.com/x/status/1376984397962960899	factual_error	0	2021-04-01 00:50:58
1430268396378103809	1430269322262454278	@largedatabank Welcome to Birdwatch! 🎉 You can now add context to Tweets, and rate notes on the Birdwatch site. Check out this how-to guide to help you get going: https://t.co/ldtHFVYFZv If you’d like to jump in now, try writing a note on the Tweet below 👇	It's an official note about Birdwatch.	NOT_MISLEADING	0	en	NEEDS_MORE_RATINGS	Community Notes	https://twitter.com/x/status/1430268396378103809	factually_correct	0	2021-08-24 20:42:34
1496791220827291648	1496931920189480969	Russian plane shot down pic.twitter.com/ZLDwKqHoin	This footage is from the video game Arma 3. Here's an example article that disclaims similar footage: https://factcheck.afp.com/clip-actually-shows-computer-generated-imagery-video-game-0	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	UkraineWorld	https://twitter.com/x/status/1496791220827291648	manipulated_media,unverified_claim	1	2022-02-24 19:35:56
1357078980197810179	1357138454841348096	On a day in which #AlexandriaOcasioSmollett is trending, please never forget the time that @AOC staged a photo shoot dressed in all white at a parking lot to spread lies about immigrant children in cages. Faking her own attempted murder was the next logical step. pic.twitter.com/y8mNNowMGy	Here is someone corroborating AOC's whereabouts on 1/6 https://twitter.com/waltshaub/status/1357113184600096770	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Candace Owens	https://twitter.com/x/status/1357078980197810179	factual_error	1	2021-02-04 01:26:36
1357484131400048642	1357779296220303366	Trevor Bauer and the #Mets have a deal.	The Dodgers have signed Bauer. https://twitter.com/BleacherReport/status/1357777683577327616	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	CURRENTLY_RATED_HELPFUL	Bob Nightengale	https://twitter.com/x/status/1357484131400048642	factual_error,unverified_claim	1	2021-02-05 19:53:05
1389024573031596033	1389025594160123909	Wish @rickastley was alive to see this... These guys are amazing. #RIP	Rick Astley is not dead and this is meant to purely cause confusion. See Wikipedia: https://en.wikipedia.org/wiki/Rick_Astley	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Larry Legend	https://twitter.com/x/status/1389024573031596033	factual_error,missing_context,unverified_claim,satire	1	2021-05-03 01:14:43
1389023946666745858	1389025941180067841	@rickastley is looking down from heaven and blessing these guys.#RIP	Rick Astley is not dead: https://en.wikipedia.org/wiki/Rick_Astley	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Larry Legend	https://twitter.com/x/status/1389023946666745858	factual_error,unverified_claim	1	2021-05-03 01:16:05
1390855971833012224	1391040186075713546	My 7-part series on who created COVID-19 can be found here. You don't want to miss it.https://t.co/5EejBQwVuV	This is a lie that has been proven wrong again and again. https://www.ncbi.nlm.nih.gov/search/research-news/9701/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Emerald Robinson ✝️	https://twitter.com/x/status/1390855971833012224	factual_error,missing_context,unverified_claim	1	2021-05-08 14:39:59
1403723194117275649	1404416342950924291	Just in from President Trump: “Have you noticed that they are now admitting I was right about everything they lied about before the election?” pic.twitter.com/EYB870ngMl	This statement has multiple pieces of misinformation.    https://www.politifact.com/factchecks/list/?speaker=donald-trump&amp;ruling=false	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Jenn Pellegrino 🇺🇸	https://twitter.com/x/status/1403723194117275649	factual_error,missing_context,unverified_claim	1	2021-06-14 12:32:03
1414687405156798471	1415357323128754176	Smiling House Dems fly off to DC on a private jet with a case of Miller Lite, breaking House quorum, abandoning their constituents, while the Senate still works. It’s my hope that Senate Dems report tomorrow to do what they were elected to do. We will vote on #SB1. #txlege pic.twitter.com/5Kcc4emNFg	The people in this photo are on a bus. Every available photo online of a bus will confirm this. Such as this bus: https://www.danpatrick.org/on-the-road-with-team-trump/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Dan Patrick	https://twitter.com/x/status/1414687405156798471	factual_error,outdated_info,missing_context,unverified_claim	1	2021-07-14 17:07:36
1417474488707473412	1417506709489266699	American social media company Twitter banned me for 12 hrs, censoring me, & violating my freedom of speech. You know who else silences, censors, and bans people they don’t like and want heard. Communist China 🇨🇳 Communism is not good @Twitter Save America Stop Communism!	Tweeting is not covered under the first amendment, and is not considered &quot;freedom of speech&quot; https://www.uscourts.gov/about-federal-courts/educational-resources/about-educational-outreach/activity-resources/what-does	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Marjorie Taylor Greene 🇺🇸	https://twitter.com/x/status/1417474488707473412	factual_error,missing_context,unverified_claim	1	2021-07-20 15:28:30
1417592852759007236	1417607870141579275	Question: Have you yourself been vaccinated? Greene: Your first question is a violation of my HIPAA rights pic.twitter.com/JuHDovV2mC	This is a fundamental misunderstanding of HIPAA law. A reporter asking this person if she is vaccinated has *NOTHING* to do with HIPAA.    https://www.vox.com/recode/22363011/hipaa-not-hippa-explained-health-privacy	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Acyn	https://twitter.com/x/status/1417592852759007236	factual_error,missing_context,unverified_claim	1	2021-07-20 22:10:28
1419742648441659395	1419745296150564871	JUST IN: California to Require Mandatory Vaccines for All State Employees, Healthcare Workers https://t.co/w5apyT4Mfk	This is false. They must be vaccinated OR tested for COVID regularly.     https://www.nytimes.com/2021/07/26/us/california-state-vaccine-mandate-employees.html	MISINFORMED_OR_POTENTIALLY_MISLEADING	1	en	NEEDS_MORE_RATINGS	Sean Hannity 🇺🇸	https://twitter.com/x/status/1419742648441659395	factual_error,missing_context,unverified_claim	1	2021-07-26 19:43:50
